_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,700A,Inter-Divisional Charges,3680800,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,,100A,Salaries And Benefits,57658500,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,,200A,Materials & Supplies,13861000,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,,400A,Service And Rent,51236700,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,,650A,Other Expenditures,909700,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,100A,Salaries And Benefits,10008949,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,200A,Materials & Supplies,447587,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,300A,Equipment,109614,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,400A,Service And Rent,1709803,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,510A,Contribution To Reserves/Reserve Funds,476636,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,650A,Other Expenditures,14000,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,700A,Inter-Divisional Charges,3845609,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,100A,Salaries And Benefits,-1053053,Non-normal value
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,200A,Materials & Supplies,442750,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,300A,Equipment,52330,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,400A,Service And Rent,352557,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,510A,Contribution To Reserves/Reserve Funds,0,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,650A,Other Expenditures,4714314,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,700A,Inter-Divisional Charges,2224532,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,100A,Salaries And Benefits,29736498,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,200A,Materials & Supplies,2323244,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,300A,Equipment,252459,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,400A,Service And Rent,8322856,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,510A,Contribution To Reserves/Reserve Funds,1906546,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,650A,Other Expenditures,68200,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,700A,Inter-Divisional Charges,15531562,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,100A,Salaries And Benefits,56056007,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,200A,Materials & Supplies,54058495,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,300A,Equipment,1674337,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,400A,Service And Rent,27336092,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,510A,Contribution To Reserves/Reserve Funds,2383182,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,650A,Other Expenditures,8018363,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,700A,Inter-Divisional Charges,14267919,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,100A,Salaries And Benefits,44977256,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,200A,Materials & Supplies,3554888,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,300A,Equipment,578947,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,400A,Service And Rent,14560578,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,510A,Contribution To Reserves/Reserve Funds,2496191,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,650A,Other Expenditures,128600,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,700A,Inter-Divisional Charges,23506088,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,100A,Salaries And Benefits,30020659,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,200A,Materials & Supplies,46913528,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,300A,Equipment,489473,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,400A,Service And Rent,4488506,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,510A,Contribution To Reserves/Reserve Funds,2383182,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,650A,Other Expenditures,7129141,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,700A,Inter-Divisional Charges,12980419,
Toronto Zoo,Zoo Conservation & Science,,100A,Salaries And Benefits,13537521,
Toronto Zoo,Zoo Conservation & Science,,200A,Materials & Supplies,2027564,
Toronto Zoo,Zoo Conservation & Science,,300A,Equipment,131449,
Toronto Zoo,Zoo Conservation & Science,,400A,Service And Rent,2260999,
Toronto Zoo,Zoo Conservation & Science,,510A,Contribution To Reserves/Reserve Funds,10930,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,100A,Salaries And Benefits,1144654,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,200A,Materials & Supplies,518527,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,300A,Equipment,10927,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,400A,Service And Rent,1239800,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,510A,Contribution To Reserves/Reserve Funds,1874,
Toronto Zoo,Zoo Visitor Services,,100A,Salaries And Benefits,14584402,
Toronto Zoo,Zoo Visitor Services,,200A,Materials & Supplies,5272605,
Toronto Zoo,Zoo Visitor Services,,300A,Equipment,193523,
Toronto Zoo,Zoo Visitor Services,,400A,Service And Rent,9278854,
Toronto Zoo,Zoo Visitor Services,,510A,Contribution To Reserves/Reserve Funds,959438,
Transportation Services,TP-Permits & Applications,Construction Permits,100A,Salaries And Benefits,4486439,
Transportation Services,TP-Permits & Applications,Construction Permits,200A,Materials & Supplies,96961,
Transportation Services,TP-Permits & Applications,Construction Permits,300A,Equipment,5251,
Transportation Services,TP-Permits & Applications,Construction Permits,400A,Service And Rent,78855,
Transportation Services,TP-Permits & Applications,Construction Permits,510A,Contribution To Reserves/Reserve Funds,32873,
Transportation Services,TP-Permits & Applications,Construction Permits,650A,Other Expenditures,43950,
Transportation Services,TP-Permits & Applications,Construction Permits,700A,Inter-Divisional Charges,189346,
Transportation Services,TP-Permits & Applications,Development Review Applications,100A,Salaries And Benefits,2926591,
Transportation Services,TP-Permits & Applications,Development Review Applications,200A,Materials & Supplies,104328,
Transportation Services,TP-Permits & Applications,Development Review Applications,300A,Equipment,7955,
Transportation Services,TP-Permits & Applications,Development Review Applications,400A,Service And Rent,60193,
Transportation Services,TP-Permits & Applications,Development Review Applications,510A,Contribution To Reserves/Reserve Funds,1117,
Transportation Services,TP-Permits & Applications,Development Review Applications,650A,Other Expenditures,17,
Transportation Services,TP-Permits & Applications,Development Review Applications,700A,Inter-Divisional Charges,91647,
Transportation Services,TP-Permits & Applications,Parking Permits,100A,Salaries And Benefits,3897427,
Transportation Services,TP-Permits & Applications,Parking Permits,200A,Materials & Supplies,107179,
Transportation Services,TP-Permits & Applications,Parking Permits,300A,Equipment,6799,
Transportation Services,TP-Permits & Applications,Parking Permits,400A,Service And Rent,305471,
Transportation Services,TP-Permits & Applications,Parking Permits,510A,Contribution To Reserves/Reserve Funds,28790,
Transportation Services,TP-Permits & Applications,Parking Permits,650A,Other Expenditures,236440,
Transportation Services,TP-Permits & Applications,Parking Permits,700A,Inter-Divisional Charges,489893,
Transportation Services,TP-Permits & Applications,Street Events,100A,Salaries And Benefits,1957790,
Transportation Services,TP-Permits & Applications,Street Events,200A,Materials & Supplies,96730,
Transportation Services,TP-Permits & Applications,Street Events,300A,Equipment,6339,
Transportation Services,TP-Permits & Applications,Street Events,400A,Service And Rent,171754,
Transportation Services,TP-Permits & Applications,Street Events,510A,Contribution To Reserves/Reserve Funds,14748,
Transportation Services,TP-Permits & Applications,Street Events,650A,Other Expenditures,29966,
Transportation Services,TP-Permits & Applications,Street Events,700A,Inter-Divisional Charges,182345,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",100A,Salaries And Benefits,5062114,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",200A,Materials & Supplies,11736,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",300A,Equipment,56048,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",400A,Service And Rent,197358,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",510A,Contribution To Reserves/Reserve Funds,7793,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",650A,Other Expenditures,17,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",700A,Inter-Divisional Charges,197484,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,100A,Salaries And Benefits,4343335,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,200A,Materials & Supplies,94584,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,300A,Equipment,4941,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,400A,Service And Rent,92366,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,510A,Contribution To Reserves/Reserve Funds,51773,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,650A,Other Expenditures,17,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,700A,Inter-Divisional Charges,368718,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,100A,Salaries And Benefits,3017233,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,200A,Materials & Supplies,24093,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,300A,Equipment,67080,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,400A,Service And Rent,362246,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,650A,Other Expenditures,105496,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,700A,Inter-Divisional Charges,114908,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,100A,Salaries And Benefits,4304046,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,200A,Materials & Supplies,212125,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,300A,Equipment,239439,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,400A,Service And Rent,2757619,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,510A,Contribution To Reserves/Reserve Funds,25712,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,650A,Other Expenditures,377907,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,700A,Inter-Divisional Charges,1676887,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,100A,Salaries And Benefits,24371506,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,200A,Materials & Supplies,2854016,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,300A,Equipment,128920,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,400A,Service And Rent,91810808,
