Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Other Expenditures,650A,Expenses,140200,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Salaries And Benefits,100A,Expenses,28961174,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,Service And Rent,400A,Expenses,11632754,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,Contribution To Reserves/Reserve Funds,510A,Expenses,-119844126,Non-normal value
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,Equipment,300A,Expenses,1278280,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,Inter-Divisional Charges,700A,Expenses,14468663,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,Materials & Supplies,200A,Expenses,49560806,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,Other Expenditures,650A,Expenses,7929802,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,Salaries And Benefits,100A,Expenses,54514056,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,Service And Rent,400A,Expenses,27383199,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,Contribution To Reserves/Reserve Funds,510A,Expenses,395500195,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,Equipment,300A,Expenses,442326,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,Inter-Divisional Charges,700A,Expenses,20234223,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,Materials & Supplies,200A,Expenses,3496674,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,Other Expenditures,650A,Expenses,216950,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,Salaries And Benefits,100A,Expenses,44913270,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,Service And Rent,400A,Expenses,20771856,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,Contribution To Reserves/Reserve Funds,510A,Expenses,-57913063,Non-normal value
Toronto Water,TW-Water Treatment & Supply,Water Treatment,Equipment,300A,Expenses,314615,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,Inter-Divisional Charges,700A,Expenses,13115784,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,Materials & Supplies,200A,Expenses,45423915,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,Other Expenditures,650A,Expenses,7042513,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,Salaries And Benefits,100A,Expenses,29166286,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,Service And Rent,400A,Expenses,4619719,
Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,Contribution To Reserves/Reserve Funds,510A,Expenses,10930,
Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,Equipment,300A,Expenses,131449,
Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,Materials & Supplies,200A,Expenses,2149364,
Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,Salaries And Benefits,100A,Expenses,13256276,
Toronto Zoo,Zoo Conservation & Science,Zoo Conservation & Science,Service And Rent,400A,Expenses,2262799,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,Contribution To Reserves/Reserve Funds,510A,Expenses,1874,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,Equipment,300A,Expenses,10927,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,Materials & Supplies,200A,Expenses,518527,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,Salaries And Benefits,100A,Expenses,1121492,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,Service And Rent,400A,Expenses,1239800,
Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,Contribution To Reserves/Reserve Funds,510A,Expenses,1027623,
Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,Equipment,300A,Expenses,193523,
Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,Materials & Supplies,200A,Expenses,5469648,
Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,Salaries And Benefits,100A,Expenses,14567002,
Toronto Zoo,Zoo Visitor Services,Zoo Visitor Services,Service And Rent,400A,Expenses,8632933,
Transportation Services,TP-Permits & Applications,Construction Permits,Contribution To Reserves/Reserve Funds,510A,Expenses,32873,
Transportation Services,TP-Permits & Applications,Construction Permits,Equipment,300A,Expenses,5666,
Transportation Services,TP-Permits & Applications,Construction Permits,Inter-Divisional Charges,700A,Expenses,195871,
Transportation Services,TP-Permits & Applications,Construction Permits,Materials & Supplies,200A,Expenses,108618,
Transportation Services,TP-Permits & Applications,Construction Permits,Other Expenditures,650A,Expenses,38450,
Transportation Services,TP-Permits & Applications,Construction Permits,Salaries And Benefits,100A,Expenses,4665098,
Transportation Services,TP-Permits & Applications,Construction Permits,Service And Rent,400A,Expenses,95479,
Transportation Services,TP-Permits & Applications,Development Review Applications,Contribution To Reserves/Reserve Funds,510A,Expenses,1117,
Transportation Services,TP-Permits & Applications,Development Review Applications,Equipment,300A,Expenses,7955,
Transportation Services,TP-Permits & Applications,Development Review Applications,Inter-Divisional Charges,700A,Expenses,51455,
Transportation Services,TP-Permits & Applications,Development Review Applications,Materials & Supplies,200A,Expenses,115973,
Transportation Services,TP-Permits & Applications,Development Review Applications,Other Expenditures,650A,Expenses,17,
Transportation Services,TP-Permits & Applications,Development Review Applications,Salaries And Benefits,100A,Expenses,2806303,
Transportation Services,TP-Permits & Applications,Development Review Applications,Service And Rent,400A,Expenses,61220,
Transportation Services,TP-Permits & Applications,Parking Permits,Contribution To Reserves/Reserve Funds,510A,Expenses,28790,
Transportation Services,TP-Permits & Applications,Parking Permits,Equipment,300A,Expenses,11993,
Transportation Services,TP-Permits & Applications,Parking Permits,Inter-Divisional Charges,700A,Expenses,497263,
Transportation Services,TP-Permits & Applications,Parking Permits,Materials & Supplies,200A,Expenses,121001,
Transportation Services,TP-Permits & Applications,Parking Permits,Other Expenditures,650A,Expenses,230940,
Transportation Services,TP-Permits & Applications,Parking Permits,Salaries And Benefits,100A,Expenses,3990891,
Transportation Services,TP-Permits & Applications,Parking Permits,Service And Rent,400A,Expenses,277242,
Transportation Services,TP-Permits & Applications,Street Events,Contribution To Reserves/Reserve Funds,510A,Expenses,14748,
Transportation Services,TP-Permits & Applications,Street Events,Equipment,300A,Expenses,6754,
Transportation Services,TP-Permits & Applications,Street Events,Inter-Divisional Charges,700A,Expenses,153860,
Transportation Services,TP-Permits & Applications,Street Events,Materials & Supplies,200A,Expenses,112338,
Transportation Services,TP-Permits & Applications,Street Events,Other Expenditures,650A,Expenses,29966,
Transportation Services,TP-Permits & Applications,Street Events,Salaries And Benefits,100A,Expenses,1935540,
Transportation Services,TP-Permits & Applications,Street Events,Service And Rent,400A,Expenses,188588,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",Contribution To Reserves/Reserve Funds,510A,Expenses,7793,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",Equipment,300A,Expenses,46547,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",Inter-Divisional Charges,700A,Expenses,93026,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",Materials & Supplies,200A,Expenses,16770,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",Other Expenditures,650A,Expenses,17,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",Salaries And Benefits,100A,Expenses,5371504,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",Service And Rent,400A,Expenses,220539,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,Contribution To Reserves/Reserve Funds,510A,Expenses,51773,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,Equipment,300A,Expenses,5297,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,Inter-Divisional Charges,700A,Expenses,146238,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,Materials & Supplies,200A,Expenses,104098,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,Other Expenditures,650A,Expenses,17,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,Salaries And Benefits,100A,Expenses,5746671,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,Service And Rent,400A,Expenses,108539,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Equipment,300A,Expenses,35367,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Inter-Divisional Charges,700A,Expenses,78807,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Materials & Supplies,200A,Expenses,25692,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Other Expenditures,650A,Expenses,105496,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Salaries And Benefits,100A,Expenses,2875944,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Service And Rent,400A,Expenses,376127,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,Contribution To Reserves/Reserve Funds,510A,Expenses,25712,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,Equipment,300A,Expenses,208743,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,Inter-Divisional Charges,700A,Expenses,1622680,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,Materials & Supplies,200A,Expenses,140070,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,Other Expenditures,650A,Expenses,390007,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,Salaries And Benefits,100A,Expenses,4213354,
Transportation Services,TP-Road & Sidewalk Management,Public Realm Improvements & Programs,Service And Rent,400A,Expenses,2397371,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Contribution To Reserves/Reserve Funds,510A,Expenses,10708715,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Equipment,300A,Expenses,84212,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Inter-Divisional Charges,700A,Expenses,6582756,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Materials & Supplies,200A,Expenses,3115546,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Other Expenditures,650A,Expenses,17,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Salaries And Benefits,100A,Expenses,32958301,
Transportation Services,TP-Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Service And Rent,400A,Expenses,67430883,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,Contribution To Reserves/Reserve Funds,510A,Expenses,11442322,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,Equipment,300A,Expenses,61452,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,Inter-Divisional Charges,700A,Expenses,3835277,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,Materials & Supplies,200A,Expenses,12152394,
Transportation Services,TP-Road & Sidewalk Management,Winter Operations,Other Expenditures,650A,Expenses,17,
