_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Toronto Public Library,Library In-Branch & Virtual Services,,300A,Equipment,490981,
Toronto Public Library,Library In-Branch & Virtual Services,,200A,Materials & Supplies,12511495,
Toronto Public Library,Library In-Branch & Virtual Services,,100A,Salaries And Benefits,80539416,
Toronto Public Library,Library In-Branch & Virtual Services,,400A,Service And Rent,14826314,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,505A,Contribution To Capital,39043,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,510A,Contribution To Reserves/Reserve Funds,25300,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,300A,Equipment,14076,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,200A,Materials & Supplies,683563,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,100A,Salaries And Benefits,5644871,
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",,400A,Service And Rent,474321,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,505A,Contribution To Capital,13936000,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,300A,Equipment,32345400,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,700A,Inter-Divisional Charges,3576400,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,200A,Materials & Supplies,318563899,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,650A,Other Expenditures,34216000,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,100A,Salaries And Benefits,1212667300,
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,,400A,Service And Rent,78515300,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,,200A,Materials & Supplies,14507100,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,,650A,Other Expenditures,684800,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,,100A,Salaries And Benefits,57920300,
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,,400A,Service And Rent,42200900,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,510A,Contribution To Reserves/Reserve Funds,-13189189,Non-normal value
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,300A,Equipment,77953,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,700A,Inter-Divisional Charges,3543940,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,200A,Materials & Supplies,435902,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,650A,Other Expenditures,30350,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,100A,Salaries And Benefits,10160775,
Toronto Water,TW-Stormwater Management,TW-Stormwater Collection,400A,Service And Rent,2319205,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,510A,Contribution To Reserves/Reserve Funds,-10205683,Non-normal value
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,300A,Equipment,35831,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,700A,Inter-Divisional Charges,2226687,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,200A,Materials & Supplies,336639,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,650A,Other Expenditures,4598550,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,100A,Salaries And Benefits,3578865,
Toronto Water,TW-Stormwater Management,TW-Stormwater Treatment,400A,Service And Rent,305872,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,510A,Contribution To Reserves/Reserve Funds,472701706,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,300A,Equipment,194373,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,700A,Inter-Divisional Charges,13856588,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,200A,Materials & Supplies,2276456,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,650A,Other Expenditures,140200,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,100A,Salaries And Benefits,28961174,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Collection,400A,Service And Rent,11632754,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,510A,Contribution To Reserves/Reserve Funds,-119844126,Non-normal value
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,300A,Equipment,1278280,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,700A,Inter-Divisional Charges,14468663,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,200A,Materials & Supplies,49560806,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,650A,Other Expenditures,7929802,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,100A,Salaries And Benefits,54514056,
Toronto Water,TW-Wastewater Collection & Treatment,TW-Wastewater Treatment,400A,Service And Rent,27383199,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,510A,Contribution To Reserves/Reserve Funds,395500195,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,300A,Equipment,442326,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,700A,Inter-Divisional Charges,20234223,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,200A,Materials & Supplies,3496674,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,650A,Other Expenditures,216950,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,100A,Salaries And Benefits,44913270,
Toronto Water,TW-Water Treatment & Supply,TW-Water Distribution,400A,Service And Rent,20771856,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,510A,Contribution To Reserves/Reserve Funds,-57913063,Non-normal value
Toronto Water,TW-Water Treatment & Supply,Water Treatment,300A,Equipment,314615,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,700A,Inter-Divisional Charges,13115784,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,200A,Materials & Supplies,45423915,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,650A,Other Expenditures,7042513,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,100A,Salaries And Benefits,29166286,
Toronto Water,TW-Water Treatment & Supply,Water Treatment,400A,Service And Rent,4619719,
Toronto Zoo,Zoo Conservation & Science,,510A,Contribution To Reserves/Reserve Funds,10930,
Toronto Zoo,Zoo Conservation & Science,,300A,Equipment,131449,
Toronto Zoo,Zoo Conservation & Science,,200A,Materials & Supplies,2149364,
Toronto Zoo,Zoo Conservation & Science,,100A,Salaries And Benefits,13256276,
Toronto Zoo,Zoo Conservation & Science,,400A,Service And Rent,2262799,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,510A,Contribution To Reserves/Reserve Funds,1874,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,300A,Equipment,10927,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,200A,Materials & Supplies,518527,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,100A,Salaries And Benefits,1121492,
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,,400A,Service And Rent,1239800,
Toronto Zoo,Zoo Visitor Services,,510A,Contribution To Reserves/Reserve Funds,1027623,
Toronto Zoo,Zoo Visitor Services,,300A,Equipment,193523,
Toronto Zoo,Zoo Visitor Services,,200A,Materials & Supplies,5469648,
Toronto Zoo,Zoo Visitor Services,,100A,Salaries And Benefits,14567002,
Toronto Zoo,Zoo Visitor Services,,400A,Service And Rent,8632933,
Transportation Services,TP-Permits & Applications,Construction Permits,510A,Contribution To Reserves/Reserve Funds,32873,
Transportation Services,TP-Permits & Applications,Construction Permits,300A,Equipment,5666,
Transportation Services,TP-Permits & Applications,Construction Permits,700A,Inter-Divisional Charges,195871,
Transportation Services,TP-Permits & Applications,Construction Permits,200A,Materials & Supplies,108618,
Transportation Services,TP-Permits & Applications,Construction Permits,650A,Other Expenditures,38450,
Transportation Services,TP-Permits & Applications,Construction Permits,100A,Salaries And Benefits,4665098,
Transportation Services,TP-Permits & Applications,Construction Permits,400A,Service And Rent,95479,
Transportation Services,TP-Permits & Applications,Development Review Applications,510A,Contribution To Reserves/Reserve Funds,1117,
Transportation Services,TP-Permits & Applications,Development Review Applications,300A,Equipment,7955,
Transportation Services,TP-Permits & Applications,Development Review Applications,700A,Inter-Divisional Charges,51455,
Transportation Services,TP-Permits & Applications,Development Review Applications,200A,Materials & Supplies,115973,
Transportation Services,TP-Permits & Applications,Development Review Applications,650A,Other Expenditures,17,
Transportation Services,TP-Permits & Applications,Development Review Applications,100A,Salaries And Benefits,2806303,
Transportation Services,TP-Permits & Applications,Development Review Applications,400A,Service And Rent,61220,
Transportation Services,TP-Permits & Applications,Parking Permits,510A,Contribution To Reserves/Reserve Funds,28790,
Transportation Services,TP-Permits & Applications,Parking Permits,300A,Equipment,11993,
Transportation Services,TP-Permits & Applications,Parking Permits,700A,Inter-Divisional Charges,497263,
Transportation Services,TP-Permits & Applications,Parking Permits,200A,Materials & Supplies,121001,
Transportation Services,TP-Permits & Applications,Parking Permits,650A,Other Expenditures,230940,
Transportation Services,TP-Permits & Applications,Parking Permits,100A,Salaries And Benefits,3990891,
Transportation Services,TP-Permits & Applications,Parking Permits,400A,Service And Rent,277242,
Transportation Services,TP-Permits & Applications,Street Events,510A,Contribution To Reserves/Reserve Funds,14748,
Transportation Services,TP-Permits & Applications,Street Events,300A,Equipment,6754,
Transportation Services,TP-Permits & Applications,Street Events,700A,Inter-Divisional Charges,153860,
Transportation Services,TP-Permits & Applications,Street Events,200A,Materials & Supplies,112338,
Transportation Services,TP-Permits & Applications,Street Events,650A,Other Expenditures,29966,
Transportation Services,TP-Permits & Applications,Street Events,100A,Salaries And Benefits,1935540,
Transportation Services,TP-Permits & Applications,Street Events,400A,Service And Rent,188588,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",510A,Contribution To Reserves/Reserve Funds,7793,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",300A,Equipment,46547,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",700A,Inter-Divisional Charges,93026,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",200A,Materials & Supplies,16770,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",650A,Other Expenditures,17,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",100A,Salaries And Benefits,5371504,
Transportation Services,TP-Road & Sidewalk Management,"Infrastructure Planning, Programming & Budgeting",400A,Service And Rent,220539,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,510A,Contribution To Reserves/Reserve Funds,51773,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,300A,Equipment,5297,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,700A,Inter-Divisional Charges,146238,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,200A,Materials & Supplies,104098,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,650A,Other Expenditures,17,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,100A,Salaries And Benefits,5746671,
Transportation Services,TP-Road & Sidewalk Management,Patrols & Investigations,400A,Service And Rent,108539,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,300A,Equipment,35367,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,700A,Inter-Divisional Charges,78807,
Transportation Services,TP-Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,200A,Materials & Supplies,25692,
